,locusTag,baseMean,log2FoldChange,lfcSE,pvalue,padj,abs_log2,name,symbol,chromosome,KO_anno,KO_desc
50,Bcen2424_3785,1185.991249,-0.868948669,0.154353899,1.12E-09,1.32E-07,0.868948669,HAMP domain-containing histidine kinase,,2,NA,no KO assigned 
341,Bcen2424_2994,151.3541624,-0.86250026,0.683976626,0.004387791,0.07616227,0.86250026,glutamine synthetase,,1,K01915,K01915 glutamine synthetase [EC:6.3.1.2] 
97,BCEN2424_RS34435,320.0574731,-0.855751672,0.212656247,3.17E-06,0.000193498,0.855751672,cytochrome bd-I oxidase subunit CydX,cydX,1,NA,NA
136,Bcen2424_3792,268.6265044,-0.855671049,0.259007415,4.79E-05,0.002086556,0.855671049,chemotaxis response regulator protein-glutamate methylesterase,,2,K13491,"K13491 two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61] "
199,Bcen2424_1732,205.7657792,-0.844912344,0.325733301,0.000414942,0.012341904,0.844912344,MFS transporter,,1,NA,no KO assigned 
137,Bcen2424_0826,18349.81885,-0.844273973,0.253510448,5.09E-05,0.002199152,0.844273973,LysR family transcriptional regulator,,1,NA,no KO assigned 
208,Bcen2424_3787,100.165411,-0.832458638,0.328321933,0.000487216,0.013864588,0.832458638,chemotaxis protein CheW,,2,K13488,K13488 chemotaxis-related protein WspB 
135,Bcen2424_0677,766.8213701,0.82899996,0.250079012,4.68E-05,0.002049923,0.82899996,OsmC family protein,,1,K07397,K07397 putative redox protein 
295,Bcen2424_4565,363.6214519,0.826998217,0.494201124,0.002863322,0.057264422,0.826998217,magnesium-translocating P-type ATPase,mgtA,2,K01531,K01531 P-type Mg2+ transporter [EC:7.2.2.14] 
117,Bcen2424_3786,736.1007572,-0.825413626,0.222864372,1.15E-05,0.000582531,0.825413626,methyl-accepting chemotaxis protein,,2,K13487,K13487 methyl-accepting chemotaxis protein WspA 
93,Bcen2424_5202,392.5683341,-0.823275963,0.202855445,2.81E-06,0.000178463,0.823275963,GlxA family transcriptional regulator,,2,NA,no KO assigned 
268,Bcen2424_5102,34.95905433,-0.82046842,0.430026958,0.002020495,0.0446243,0.82046842,hypothetical protein,,2,NA,no KO assigned 
138,Bcen2424_1624,119.6197592,-0.815779127,0.247790598,5.15E-05,0.002208968,0.815779127,efflux transporter outer membrane subunit,,1,K18139,"K18139 outer membrane protein, multidrug efflux system "
125,Bcen2424_3436,271.0051379,-0.812238867,0.229993789,2.25E-05,0.001065547,0.812238867,hypothetical protein,,2,NA,no KO assigned 
259,Bcen2424_4215,47.47289543,-0.811005572,0.401400698,0.001632394,0.037305565,0.811005572,Crp/Fnr family transcriptional regulator,,2,NA,no KO assigned 
109,Bcen2424_3454,107.2083592,0.810857116,0.211500464,7.35E-06,0.000398942,0.810857116,DUF1330 domain-containing protein,,2,NA,no KO assigned 
301,Bcen2424_0083,435.4634452,0.80005468,0.489112238,0.00298488,0.05869603,0.80005468,ABC transporter ATP-binding protein,,1,K01995,K01995 branched-chain amino acid transport system ATP-binding protein 
267,Bcen2424_4083,33.48470033,0.788430177,0.405003587,0.001983961,0.043981509,0.788430177,glutamine ABC transporter permease GlnP,glnP,2,K10037,K10037 glutamine transport system permease protein 
200,Bcen2424_3706,631.238932,-0.784580972,0.301376139,0.000425794,0.012601362,0.784580972,ATP--cob(I)alamin adenosyltransferase,,2,NA,no KO assigned 
283,Bcen2424_5232,100.2894451,-0.780445228,0.429385566,0.00234751,0.049098634,0.780445228,hypothetical protein,,2,NA,no KO assigned 
105,Bcen2424_3862,1299.146921,0.779542094,0.199066997,5.32E-06,0.000299989,0.779542094,PHB depolymerase family esterase,,2,NA,no KO assigned 
112,Bcen2424_2523,6070.446929,0.776357001,0.205004355,9.93E-06,0.000525044,0.776357001,NADP-dependent isocitrate dehydrogenase,,1,K00031,K00031 isocitrate dehydrogenase [EC:1.1.1.42] 
276,Bcen2424_1326,402.0861166,0.77551827,0.411642978,0.002215356,0.047509764,0.77551827,integrase family protein,,1,NA,no KO assigned 
201,Bcen2424_4571,57.24217015,0.774233795,0.295712456,0.000428064,0.012605536,0.774233795,MarR family transcriptional regulator,,2,NA,no KO assigned 
246,Bcen2424_4852,385.2780249,-0.772040842,0.354227722,0.001193713,0.028721899,0.772040842,hypothetical protein,,2,NA,no KO assigned 
92,Bcen2424_3788,300.0049181,-0.766427849,0.186699356,2.44E-06,0.000157296,0.766427849,chemotaxis protein CheR,,2,K13486,K13486 chemotaxis protein methyltransferase WspC 
337,BCEN2424_RS14950,92.32812935,-0.766056834,0.533145792,0.004132183,0.072576833,0.766056834,hypothetical protein,,1,NA,NA
222,Bcen2424_4309,37.71204177,0.760788128,0.302973221,0.000607705,0.01620273,0.760788128,MarR family transcriptional regulator,,2,NA,no KO assigned 
172,Bcen2424_4117,49.28885736,-0.755810486,0.260198932,0.00019621,0.006752142,0.755810486,hypothetical protein,,2,NA,no KO assigned 
160,Bcen2424_5556,512.9752155,0.749952657,0.246277407,0.00012722,0.004706337,0.749952657,hypothetical protein,,2,NA,no KO assigned 
210,Bcen2424_5516,1066.438395,0.746265112,0.289109152,0.000499725,0.014085104,0.746265112,2-methylcitrate synthase,prpC,2,K01659,K01659 2-methylcitrate synthase [EC:2.3.3.5] 
66,Bcen2424_2524,9271.672033,0.741909393,0.15042088,5.72E-08,5.09E-06,0.741909393,NADP-dependent isocitrate dehydrogenase,icd,1,K00031,K00031 isocitrate dehydrogenase [EC:1.1.1.42] 
216,Bcen2424_3374,92.2050335,-0.740885958,0.29146438,0.0005248,0.014380965,0.740885958,1-aminocyclopropane-1-carboxylate deaminase,,2,K01505,K01505 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7] 
163,Bcen2424_4295,222.7757955,0.738698824,0.245460396,0.00014271,0.005182196,0.738698824,acyl-CoA synthetase,,2,K00666,K00666 fatty-acyl-CoA synthase [EC:6.2.1.-] 
284,Bcen2424_5396,21.0185967,0.732029661,0.37694668,0.002389418,0.049799183,0.732029661,SMP-30/gluconolactonase/LRE family protein,,2,K01053,K01053 gluconolactonase [EC:3.1.1.17] 
253,Bcen2424_5231,79.43153815,-0.730739151,0.343212045,0.001407853,0.032896886,0.730739151,EAL domain-containing protein,,2,NA,no KO assigned 
233,Bcen2424_4918,105.7332501,-0.726819604,0.306605955,0.000822043,0.020882703,0.726819604,hypothetical protein,,2,NA,no KO assigned 
100,Bcen2424_5596,614.8603225,-0.722539093,0.180810041,4.15E-06,0.000245369,0.722539093,hypothetical protein,,2,NA,no KO assigned 
266,Bcen2424_4848,60.90378938,-0.721446859,0.367051893,0.001964329,0.043710021,0.721446859,type III secretion system stator protein SctL,sctL,2,K03223,K03223 type III secretion protein L 
355,Bcen2424_2999,45.10538634,-0.718851728,0.545533242,0.005113208,0.085253733,0.718851728,ABC transporter permease subunit,,1,K11074,K11074 putrescine transport system permease protein 
270,Bcen2424_4152,23.70260741,0.705969397,0.348360771,0.002050725,0.044956458,0.705969397,cytochrome b6,,2,NA,no KO assigned 
312,Bcen2424_4243,20.94535609,0.701832866,0.397183602,0.003287249,0.062182072,0.701832866,iron ABC transporter permease,,2,K02011,K02011 iron(III) transport system permease protein 
302,Bcen2424_1514,548.6907866,-0.701756637,0.406508541,0.003021357,0.059216601,0.701756637,ShlB/FhaC/HecB family hemolysin secretion/activation protein,,1,NA,no KO assigned 
182,Bcen2424_3791,521.3506935,-0.698306324,0.248530685,0.000267559,0.008701559,0.698306324,hybrid sensor histidine kinase/response regulator,,2,K13490,"K13490 two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE  "
211,Bcen2424_4843,76.60229346,-0.696615903,0.270357945,0.000510728,0.014327001,0.696615903,asparagine synthase (glutamine-hydrolyzing),asnB,2,K01953,K01953 asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4] 
226,Bcen2424_0486,1124.77524,-0.690992146,0.279453173,0.000685829,0.01793673,0.690992146,M15 family metallopeptidase,,1,K17733,K17733 peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-] 
362,Bcen2424_3529,14.53871232,0.688593374,0.483227633,0.005387514,0.088090314,0.688593374,ABC transporter substrate-binding protein,,2,K15553,K15553 sulfonate transport system substrate-binding protein 
229,BCEN2424_RS34610,76.72078737,-0.682532333,0.277469163,0.000709763,0.01834535,0.682532333,hypothetical protein,,1,NA,NA
102,Bcen2424_5597,608.9786522,-0.679782732,0.171031549,4.56E-06,0.000264882,0.679782732,ATP-binding protein,,2,NA,no KO assigned 
244,Bcen2424_2395,402.6596778,-0.677436846,0.294848263,0.00104991,0.025372845,0.677436846,hypothetical protein,,1,NA,no KO assigned 
159,Bcen2424_0795,1121.022107,0.673977533,0.216783518,0.000111614,0.004154974,0.673977533,hypothetical protein,,1,NA,no KO assigned 
203,Bcen2424_1036,192.2959357,0.672931047,0.253990028,0.000445535,0.012975845,0.672931047,DUF4148 domain-containing protein,,1,NA,no KO assigned 
335,Bcen2424_3392,323.377735,0.672836817,0.42680948,0.004027483,0.071160218,0.672836817,trans-aconitate 2-methyltransferase,tam,2,K00598,K00598 trans-aconitate 2-methyltransferase [EC:2.1.1.144] 
174,Bcen2424_3473,380.6523192,-0.672527983,0.23069319,0.00020368,0.006928622,0.672527983,CsbD family protein,,2,NA,no KO assigned 
314,Bcen2424_2825,122.6248326,0.669829425,0.389611581,0.003314513,0.0622236,0.669829425,GntR family transcriptional regulator,,1,K03710,K03710 GntR family transcriptional regulator 
320,Bcen2424_0647,129.7026117,0.664973598,0.388997897,0.003378459,0.062490938,0.664973598,allantoicase,alc,1,K01477,K01477 allantoicase [EC:3.5.3.4] 
156,Bcen2424_4963,189.2864292,0.649583988,0.205665268,0.00010034,0.003807149,0.649583988,acyl-CoA dehydrogenase,,2,NA,no KO assigned 
207,Bcen2424_1323,405.36499,-0.641254882,0.245466946,0.000485853,0.013864588,0.641254882,hypothetical protein,,1,K06919,K06919 putative DNA primase/helicase 
235,Bcen2424_2769,81.78945418,-0.63687628,0.262580971,0.000845882,0.021305419,0.63687628,hypothetical protein,,1,NA,no KO assigned 
146,Bcen2424_3461,276.4004668,-0.634678206,0.193484618,6.74E-05,0.002731703,0.634678206,LysE family translocator,,2,NA,no KO assigned 
294,Bcen2424_4027,46.33255519,0.624703961,0.331148368,0.00279336,0.056237746,0.624703961,DUF1090 family protein,,2,NA,no KO assigned 
390,Bcen2424_4914,53.86994442,-0.620796661,0.575987897,0.007134126,0.108274075,0.620796661,rhodanese-like domain-containing protein,,2,NA,no KO assigned 
318,Bcen2424_4542,31.77227168,0.619537124,0.342561353,0.003346195,0.062283415,0.619537124,MarR family transcriptional regulator,,2,NA,no KO assigned 
153,Bcen2424_1010,458.976022,0.618072593,0.192548189,9.14E-05,0.003536835,0.618072593,TonB-dependent receptor,,1,K02014,K02014 iron complex outermembrane recepter protein 
360,Bcen2424_0084,307.0941561,0.615085565,0.423875421,0.005253663,0.086378968,0.615085565,ABC transporter ATP-binding protein,,1,K01996,K01996 branched-chain amino acid transport system ATP-binding protein 
298,Bcen2424_1325,337.6120309,-0.61435464,0.338210218,0.002907539,0.057750749,0.61435464,hypothetical protein,,1,NA,no KO assigned 
248,Bcen2424_3465,680.8076928,0.613679678,0.268538912,0.001269232,0.030292667,0.613679678,TonB-dependent siderophore receptor,,2,K16090,K16090 catecholate siderophore receptor 
417,Bcen2424_4305,15.81442299,0.607936193,0.603812095,0.00875427,0.124260253,0.607936193,SDR family oxidoreductase,,2,K07124,K07124 uncharacterized protein 
169,Bcen2424_3933,1299.247901,0.607387344,0.203260746,0.000185599,0.006496866,0.607387344,GntR family transcriptional regulator,,2,K03710,K03710 GntR family transcriptional regulator 
209,Bcen2424_4696,74.97940586,0.604687461,0.2270684,0.000492981,0.013961512,0.604687461,DNA-binding protein,,2,K06934,K06934 uncharacterized protein 
310,Bcen2424_0049,406.1954795,0.604435126,0.332236731,0.003244309,0.061945365,0.604435126,multidrug ABC transporter ATPase/permease,,1,NA,no KO assigned 
403,Bcen2424_4078,750.6430416,-0.601171659,0.72425908,0.007935526,0.116551811,0.601171659,alanine racemase,alr,2,K01775,K01775 alanine racemase [EC:5.1.1.1] 
193,Bcen2424_2046,2497.140081,-0.600586283,0.215437071,0.000330856,0.010146824,0.600586283,acyl-CoA-binding protein,,1,NA,no KO assigned 
292,Bcen2424_3707,238.5509745,-0.59872932,0.310939311,0.002617118,0.053050413,0.59872932,LysR family transcriptional regulator,,2,K18900,"K18900 LysR family transcriptional regulator, regulator for bpeEF and oprC "
236,Bcen2424_3714,89.1655452,-0.59788907,0.246260258,0.000876022,0.021899368,0.59788907,GGDEF domain-containing protein,,2,NA,no KO assigned 
185,Bcen2424_1166,203.6328716,-0.595217845,0.208741418,0.000285869,0.009146247,0.595217845,"phospholipase C, phosphocholine-specific",,1,K01114,K01114 phospholipase C [EC:3.1.4.3] 
179,Bcen2424_3790,189.0625311,-0.591196404,0.203882229,0.000245618,0.008121861,0.591196404,purine-binding chemotaxis protein CheW,,2,K13489,K13489 chemotaxis-related protein WspD 
311,BCEN2424_RS35570,173.6450378,-0.586818736,0.323815916,0.003273433,0.062182072,0.586818736,transposase,,2,NA,NA
354,Bcen2424_4618,26.26692438,0.585245163,0.368052435,0.005061395,0.084628237,0.585245163,efflux RND transporter periplasmic adaptor subunit,,2,NA,no KO assigned 
277,Bcen2424_5138,351.1534074,-0.582216034,0.290750254,0.002249539,0.048068672,0.582216034,Xaa-Pro dipeptidyl-peptidase,,2,K01281,K01281 X-Pro dipeptidyl-peptidase [EC:3.4.14.11] 
241,Bcen2424_0466,4981.710249,-0.579509868,0.240992631,0.000968715,0.023791805,0.579509868,tetratricopeptide repeat protein,,1,NA,no KO assigned 
242,Bcen2424_4916,241.5816304,-0.578390355,0.241290683,0.000993948,0.024310643,0.578390355,cytochrome P450,,2,NA,no KO assigned 
254,Bcen2424_1454,277.8385933,0.575981483,0.255260115,0.001411693,0.032896886,0.575981483,DUF2069 domain-containing protein,,1,NA,no KO assigned 
375,Bcen2424_5154,395.1888378,0.575937896,0.423960663,0.00626228,0.098583281,0.575937896,FadR family transcriptional regulator,,2,K05799,"K05799 GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase c "
333,Bcen2424_5191,34.82766584,-0.573067928,0.327842967,0.003803381,0.067604247,0.573067928,BON domain-containing protein,,2,K04065,K04065 hyperosmotically inducible periplasmic protein 
393,Bcen2424_3970,79.03982422,-0.571995133,0.496601171,0.007502476,0.112995302,0.571995133,"GDP-mannose 4,6-dehydratase",gmd,2,K01711,"K01711 GDPmannose 4,6-dehydratase [EC:4.2.1.47] "
411,Bcen2424_1757,2276.925525,0.569470485,1.224413698,0.008416366,0.121207957,0.569470485,nitronate monooxygenase,,1,K00459,K00459 nitronate monooxygenase [EC:1.13.12.16] 
379,Bcen2424_4851,117.0264481,-0.563443915,0.412264038,0.006324184,0.098767409,0.563443915,hypothetical protein,,2,NA,no KO assigned 
85,Bcen2424_4272,785.9754335,0.560844714,0.128054123,1.00E-06,6.97E-05,0.560844714,type 1 glutamine amidotransferase domain-containing protein,,2,NA,no KO assigned 
215,Bcen2424_1849,707.5620386,-0.559266393,0.20940322,0.000522508,0.014380965,0.559266393,group III truncated hemoglobin,,1,K06886,K06886 hemoglobin 
386,Bcen2424_3564,33.56004748,0.558773564,0.411153924,0.006857238,0.105150231,0.558773564,MarR family transcriptional regulator,,2,NA,no KO assigned 
381,Bcen2424_4759,28.92659735,0.558060667,0.385172428,0.006434264,0.099959072,0.558060667,metallophosphoesterase,,2,NA,no KO assigned 
190,Bcen2424_4451,104.4343206,0.557423127,0.19565821,0.000316212,0.009813039,0.557423127,hypothetical protein,,2,NA,no KO assigned 
183,Bcen2424_4915,755.5238246,0.555635898,0.191047973,0.000271178,0.008771059,0.555635898,superinfection immunity protein,,2,NA,no KO assigned 
148,Bcen2424_0494,173.8493039,-0.55311275,0.167766851,7.63E-05,0.003049816,0.55311275,hypothetical protein,,1,NA,no KO assigned 
286,Bcen2424_3478,451.0611218,-0.551985675,0.274756811,0.002450303,0.050711,0.551985675,bacteriocin-protection protein,,2,NA,no KO assigned 
94,Bcen2424_5020,653.5054607,0.55195017,0.133092627,2.83E-06,0.000178463,0.55195017,hypothetical protein,,2,NA,no KO assigned 
228,Bcen2424_5063,139.7798103,-0.550213161,0.214432692,0.000696669,0.018085901,0.550213161,helix-turn-helix domain-containing protein,,2,K04033,"K04033 AraC family transcriptional regulator, ethanolamine operon transcriptional activator "
308,Bcen2424_2644,183.2666256,-0.550135779,0.293359875,0.003187382,0.061253616,0.550135779,TonB family protein,,1,K03832,K03832 periplasmic protein TonB 
319,Bcen2424_4093,124.9088833,0.548848781,0.295519447,0.003373141,0.062490938,0.548848781,hypothetical protein,,2,NA,no KO assigned 
263,Bcen2424_1722,671.5752554,-0.545721434,0.255288287,0.0018572,0.041797601,0.545721434,ATP-binding protein,,1,NA,no KO assigned 
410,Bcen2424_3273,41.27283765,0.540154001,0.457235524,0.00840842,0.121207957,0.540154001,MFS transporter,,2,NA,no KO assigned 
272,Bcen2424_5555,138.7884891,0.539308777,0.254531381,0.002103587,0.045776221,0.539308777,hypothetical protein,,2,NA,no KO assigned 
166,Bcen2424_3366,365.3602092,0.538519799,0.17537809,0.000158875,0.005664935,0.538519799,thioredoxin family protein,,2,K03671,K03671 thioredoxin 1 
296,Bcen2424_5068,147.2709197,-0.53671176,0.274633566,0.002863705,0.057264422,0.53671176,YbjQ family protein,,2,NA,no KO assigned 
175,Bcen2424_3463,577.8463097,-0.531821312,0.177270343,0.000208169,0.007028978,0.531821312,ankyrin repeat domain-containing protein,,2,K06867,K06867 uncharacterized protein 
134,Bcen2424_1467,179.855933,0.531293975,0.154011724,4.53E-05,0.002002493,0.531293975,SDR family oxidoreductase,,1,NA,no KO assigned 
178,Bcen2424_3940,137.8034777,0.527518227,0.176987955,0.000230806,0.007674961,0.527518227,helix-turn-helix transcriptional regulator,,2,NA,no KO assigned 
351,Bcen2424_3455,225.2058667,0.526980637,0.317520259,0.004898335,0.082601843,0.526980637,MerR family transcriptional regulator,,2,NA,no KO assigned 
202,Bcen2424_3103,288.0528738,-0.525488595,0.190905501,0.000442819,0.012975476,0.525488595,AraC family transcriptional regulator,,1,NA,no KO assigned 
420,Bcen2424_R0005,189.703959,-0.519767052,0.495997322,0.009101975,0.128272837,0.519767052,tRNA-Arg,,1,K14219,K14219 tRNA Arg 
366,Bcen2424_3746,1322.557163,-0.519549632,0.333457723,0.005674295,0.091754549,0.519549632,type VI secretion system tip protein VgrG,,2,K11904,K11904 type VI secretion system secreted protein VgrG 
227,Bcen2424_3453,364.4495496,0.51766265,0.197789943,0.000687893,0.01793673,0.51766265,NAD(P)-dependent oxidoreductase,,2,K18981,K18981 uronate dehydrogenase [EC:1.1.1.203] 
300,Bcen2424_1170,145.5292535,-0.51501627,0.261615122,0.002974006,0.058677134,0.51501627,glycosyltransferase,,1,K00720,K00720 ceramide glucosyltransferase [EC:2.4.1.80] 
282,Bcen2424_5268,281.672258,0.514161846,0.245851382,0.002339133,0.049096908,0.514161846,group II intron reverse transcriptase/maturase,ltrA,2,K00986,K00986 RNA-directed DNA polymerase [EC:2.7.7.49] 
383,Bcen2424_4521,108.2212765,0.513470309,0.348105143,0.006628209,0.102404009,0.513470309,MFS transporter,,2,NA,no KO assigned 
406,Bcen2424_4109,35.55088327,0.513369799,0.385296469,0.008060539,0.117341388,0.513369799,alpha-E domain-containing protein,,2,NA,no KO assigned 
291,Bcen2424_1468,126.3548466,0.510757235,0.25020896,0.002601766,0.05292046,0.510757235,polysaccharide deacetylase family protein,,1,NA,no KO assigned 
305,BCEN2424_RS36870,2276.428085,-0.509936909,0.262299012,0.003115685,0.060464718,0.509936909,hypothetical protein,,1,NA,NA
343,Bcen2424_1668,83.42221164,-0.507999536,0.28865159,0.00444528,0.07671024,0.507999536,acyl-CoA/acyl-ACP dehydrogenase,,1,K00249,K00249 acyl-CoA dehydrogenase [EC:1.3.8.7] 
206,Bcen2424_5326,154.4834832,-0.506605766,0.185829698,0.000481412,0.013832414,0.506605766,LysE family translocator,,2,NA,no KO assigned 
413,Bcen2424_2930,422.5509079,0.504183326,0.408435089,0.008548051,0.122508271,0.504183326,prolyl oligopeptidase family serine peptidase,,1,NA,no KO assigned 
139,Bcen2424_5787,401.7796587,-0.50338359,0.145464251,5.21E-05,0.002217951,0.50338359,peptidyl-prolyl cis-trans isomerase,,2,K03769,K03769 peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8] 
290,Bcen2424_1446,143.1751863,0.503144886,0.24197652,0.002572453,0.052504653,0.503144886,HlyD family secretion protein,,1,NA,no KO assigned 
372,Bcen2424_4244,66.75659236,0.502491138,0.318229205,0.006075524,0.096669418,0.502491138,ABC transporter substrate-binding protein,,2,K02012,K02012 iron(III) transport system substrate-binding protein 
378,Bcen2424_5366,66.32696534,0.501202093,0.323097419,0.006295739,0.098583281,0.501202093,N-acetyltransferase,,2,NA,no KO assigned 
431,Bcen2424_3104,985.8154035,-0.499602843,0.737616086,0.009985718,0.137135645,0.499602843,NAD(P)-dependent alcohol dehydrogenase,,1,K13979,K13979 alcohol dehydrogenase (NADP+) [EC:1.1.1.2] 
129,Bcen2424_0018,225.1780379,-0.498219809,0.138153066,2.89E-05,0.001325563,0.498219809,DUF2628 domain-containing protein,,1,NA,no KO assigned 
191,Bcen2424_3070,823.1364324,-0.497095279,0.171528102,0.000316657,0.009813039,0.497095279,GMC family oxidoreductase,,1,NA,no KO assigned 
258,Bcen2424_1729,216.1746526,-0.496564798,0.217026563,0.001606883,0.036864878,0.496564798,LacI family DNA-binding transcriptional regulator,,1,K02525,"K02525 LacI family transcriptional regulator, kdg operon repressor "
315,Bcen2424_5257,126.7029485,0.495249905,0.254756342,0.003317582,0.0622236,0.495249905,FMN-binding negative transcriptional regulator,,2,K07734,K07734 transcriptional regulator 
389,Bcen2424_3010,154.2917671,0.492070086,0.3351001,0.00705032,0.107277236,0.492070086,chromate transporter,,1,K07240,K07240 chromate transporter 
219,Bcen2424_0573,239.6039044,0.49059811,0.179884713,0.000532857,0.014401744,0.49059811,DNA gyrase inhibitor YacG,,1,K09862,K09862 uncharacterized protein 
278,Bcen2424_0543,319.9046,0.486247801,0.227914483,0.00227207,0.048375473,0.486247801,phenylacetic acid degradation protein PaaN,paaN,1,NA,no KO assigned 
237,Bcen2424_1466,5868.423225,0.485502035,0.189707793,0.000876863,0.021899368,0.485502035,CoA transferase subunit B,,1,K01029,K01029 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5] 
313,Bcen2424_1669,327.4723909,-0.485386619,0.248027866,0.003288222,0.062182072,0.485386619,IclR family transcriptional regulator,,1,NA,no KO assigned 
239,Bcen2424_5146,274.1778745,-0.485071342,0.192055118,0.000922173,0.022838243,0.485071342,lytic transglycosylase domain-containing protein,,2,NA,no KO assigned 
212,Bcen2424_5177,313.7559871,0.483294167,0.177784809,0.00051581,0.01435536,0.483294167,NAD(P)H-dependent oxidoreductase,,2,K00299,K00299 FMN reductase [EC:1.5.1.38] 
346,Bcen2424_4371,764.8370239,-0.477070012,0.267358192,0.004640848,0.079390689,0.477070012,amino acid permease,,2,K03293,"K03293 amino acid transporter, AAT family "
192,Bcen2424_5265,197.1412601,0.471987677,0.161238089,0.000318799,0.009827979,0.471987677,hypothetical protein,,2,NA,no KO assigned 
409,Bcen2424_1881,2940.067306,-0.47184775,0.344826034,0.008304423,0.120180635,0.47184775,peptidoglycan-binding protein LysM,lysM,1,NA,no KO assigned 
348,Bcen2424_5661,233.4786123,-0.470684251,0.265151466,0.004813305,0.081867684,0.470684251,hypothetical protein,,2,NA,no KO assigned 
189,Bcen2424_2568,1676.769738,0.470379701,0.16065042,0.000316083,0.009813039,0.470379701,pyridoxamine 5'-phosphate oxidase,pdxH,1,K00275,K00275 pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5] 
89,Bcen2424_4293,442.6485542,0.469819429,0.109550776,2.12E-06,0.000141305,0.469819429,efflux RND transporter permease subunit,,2,NA,no KO assigned 
116,Bcen2424_2660,655.1980967,-0.468471473,0.122284046,1.06E-05,0.000542618,0.468471473,PAAR domain-containing protein,,1,NA,no KO assigned 
384,Bcen2424_3333,278.7005781,0.467937167,0.296128343,0.006643544,0.102404009,0.467937167,type II toxin-antitoxin system VapC family toxin,,2,K07062,K07062 toxin FitB [EC:3.1.-.-] 
151,Bcen2424_4577,510.4257923,0.463062665,0.138793839,8.29E-05,0.00325022,0.463062665,mechanosensitive ion channel family protein,,2,K16053,K16053 miniconductance mechanosensitive channel 
424,Bcen2424_5857,1675.829513,-0.462790318,0.388164121,0.009451452,0.131941374,0.462790318,NAD(P)/FAD-dependent oxidoreductase,,2,K03885,K03885 NADH dehydrogenase [EC:1.6.99.3] 
326,Bcen2424_2278,339.4402808,-0.458640618,0.230244487,0.003522899,0.063963303,0.458640618,alanyl-tRNA editing protein,,1,K07050,K07050 misacylated tRNA(Ala) deacylase [EC:3.1.1.-] 
223,Bcen2424_1622,245.143549,-0.458566986,0.170066614,0.000632391,0.016785296,0.458566986,MexX/AxyX family multidrug efflux RND transporter periplasmic adaptor subunit,,1,K18094,"K18094 membrane fusion protein, multidrug efflux system "
352,Bcen2424_4148,56.17873167,0.457262296,0.250339674,0.004943932,0.083133908,0.457262296,3-hydroxybenzoate 6-monooxygenase,,2,K22270,K22270 3-hydroxybenzoate 6-monooxygenase [EC:1.14.13.24] 
234,Bcen2424_0796,487.3404803,0.457229385,0.175851608,0.000839702,0.021240146,0.457229385,hypothetical protein,,1,NA,no KO assigned 
279,Bcen2424_5014,253.3465074,0.456636194,0.207762683,0.002301829,0.048697596,0.456636194,LysR family transcriptional regulator,,2,NA,no KO assigned 
167,Bcen2424_4168,258.4448918,-0.456422708,0.145046352,0.000169526,0.006008518,0.456422708,alpha/beta hydrolase,,2,NA,no KO assigned 
232,Bcen2424_1023,129.876773,0.456022024,0.174349394,0.000817478,0.020856269,0.456022024,GntR family transcriptional regulator,,1,NA,no KO assigned 
356,Bcen2424_2364,356.9745616,0.452710495,0.253069847,0.005133288,0.085348116,0.452710495,integrase arm-type DNA-binding domain-containing protein,,1,NA,no KO assigned 
400,Bcen2424_3604,10030.56422,-0.450345828,0.301234235,0.007790797,0.115117835,0.450345828,hypothetical protein,,2,NA,no KO assigned 
404,Bcen2424_0648,70.62508346,0.450233237,0.295488608,0.008006504,0.117303206,0.450233237,ureidoglycolate lyase,,1,K01483,K01483 ureidoglycolate lyase [EC:4.3.2.3] 
249,Bcen2424_0465,1395.943348,-0.44875377,0.183700691,0.001292716,0.030729266,0.44875377,type VI secretion system lipoprotein TssJ,tssJ,1,K11906,K11906 type VI secretion system protein VasD 
427,Bcen2424_5130,30.57093027,0.447747257,0.327432408,0.009737235,0.134935557,0.447747257,acetate--CoA ligase,acs,2,K01895,K01895 acetyl-CoA synthetase [EC:6.2.1.1] 
414,Bcen2424_4745,216.5375764,0.447724155,0.309261162,0.008580637,0.122678234,0.447724155,efflux RND transporter permease subunit,,2,K19585,K19585 multidrug efflux pump 
275,Bcen2424_0788,312.4632861,-0.446131035,0.199799546,0.00215261,0.046331994,0.446131035,carboxymuconolactone decarboxylase family protein,,1,NA,no KO assigned 
398,Bcen2424_1957,122.0397676,0.445544238,0.289710314,0.007691704,0.114389933,0.445544238,hydroxyisourate hydrolase,uraH,1,K07127,K07127 5-hydroxyisourate hydrolase [EC:3.5.2.17] 
419,Bcen2424_5531,141.6528122,0.44487828,0.317511363,0.009030419,0.127568137,0.44487828,DUF4148 domain-containing protein,,2,NA,no KO assigned 
158,Bcen2424_4273,938.1209759,0.443837431,0.135160226,0.000107224,0.004016818,0.443837431,NADH:flavin oxidoreductase/NADH oxidase,,2,NA,no KO assigned 
